Neo Reference ID,Name,Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Est Dia in M(min),Est Dia in M(max),Est Dia in Miles(min),Est Dia in Miles(max),Est Dia in Feet(min),Est Dia in Feet(max),Close Approach Date,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Orbiting Body,Orbit ID,Orbit Determination Date,Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,Equinox,Hazardous,prediccion,probabilidad
3698476,3698476,24.8,0.0291443905,0.06516883820000001,29.144390453499998,65.1688382168,0.018109478999999998,0.0404940262,95.6180819754,213.80853117520002,2014-12-08,1418025600000,7.569446439199999,27250.007181125,16932.0947398496,0.0527066379,20.5028820038,7884800.5,4899388.0,Earth,5,2017-04-06 08:37:17,8,0.040054400000000004,3.217,2456986.5,0.5889386444977948,2.474753930547253,1.2492824525451491,1.182943120820345,1421.9897336133,1.017275705225164,89.62937275979601,3.9322321558693423,2457011.1613703095,353.756570035867,0.2531663847426198,J2000,False,0.0,0.0
3617157,3617157,20.7,0.1925550782,0.4305662442,192.55507818790002,430.566244241,0.1196481415,0.26754137780000004,631.7424027221,1412.6189567557,2000-07-22,964249200000,13.8559990103,49881.5964369713,30994.4841860725,0.3338057901,129.8504486084,49936636.0,31029188.0,Earth,23,2017-04-06 08:48:04,2,0.150696,5.722,2458000.5,0.5368817156753035,1.040160950836738,17.46286399925969,48.27373593708926,387.4799592685064,0.4817175549730549,149.8829951829548,1.5986043467004198,2457897.934949731,95.29116852041635,0.9290803082554678,J2000,False,0.0,0.0
3744560,3744560,28.5,0.0053034072,0.0118587791,5.3034072332,11.858779085799998,0.0032953834999999996,0.0073687014,17.3996305869,38.9067567758,2016-02-15,1455523200000,9.4457573841,34004.7265826347,21129.2146924154,0.0008277949000000001,0.3220122159,123836.3515625,76948.34375,Earth,3,2017-04-06 08:28:08,5,0.00100317,6.617999999999999,2458000.5,0.3249321174923065,0.8916551878557273,2.882295691487752,146.52476136320482,307.5344963747085,0.6019277795927654,232.7766581382644,1.181382596118689,2457970.160876647,35.51498949155759,1.1706003854649398,J2000,False,0.0,0.0
2380636,2380636,19.7,0.3051792326,0.6824015094,305.1792325939,682.4015094011,0.18962952489999998,0.4240245083,1001.2442334633,2238.8501681036,2012-07-22,1342940400000,9.252223577,33308.0048771021,20696.2989193305,0.2525885148,98.2569274902,37786704.0,23479570.0,Earth,53,2017-04-06 09:22:17,0,0.00246818,6.388,2458000.5,0.2665004853853253,0.9313107459315226,10.74352182808443,120.86964607263509,328.276918434076,0.6831159800962024,115.7031672720138,1.1795055117668432,2458060.4393327357,294.2684222588165,1.0966351265792529,J2000,True,1.0,1.0
2243147,2243147,17.3,0.9216265484999999,2.0608196123,921.6265485028,2060.8196123208,0.5726720101,1.2805335433,3023.70924539,6761.219416886701,2013-07-15,1373871600000,4.5520803126,16387.489125293898,10182.548451213901,0.2544011907,98.962059021,38057876.0,23648066.0,Earth,125,2017-04-06 09:24:58,0,0.237887,3.591,2458000.5,0.4148123045179745,2.138128286869699,7.3526634840617335,284.1357692538773,1141.955197761819,1.25120636483821,16.01615176343327,3.0250502089011873,2457645.42580223,111.93671297071,0.3152487949663734,J2000,False,0.0,0.0
3723829,3723829,23.4,0.0555334912,0.1241766613,55.533491158100006,124.1766612574,0.0345069009,0.0771597762,182.1964991311,407.4037573197,2005-12-22,1135238400000,18.780169140599998,67608.6089059944,42009.3603505052,0.3985094576,155.0201721191,59616164.0,37043768.0,Earth,10,2017-04-06 08:32:54,6,0.030558099999999998,5.641,2458000.5,0.1813516565741239,1.0906770563582329,14.80055727225129,281.6352286954482,416.0472855887982,0.8928809654002785,258.79507196318906,1.288473147316188,2457943.8670129515,49.00374559267771,0.8652862606482842,J2000,False,0.0,0.0
2382406,2382406,20.5,0.2111324448,0.47210649880000005,211.1324447897,472.10649880550005,0.1311915784,0.2933532873,692.6917701639,1548.9058855411,2010-12-22,1293004800000,16.3935501272,59016.7804579304,36670.7322795402,0.4634408411,180.27848815919998,69329760.0,43079516.0,Earth,28,2017-04-06 09:22:13,0,0.00471821,4.598,2458000.5,0.7813932218280256,1.3097619656148018,2.536137197765501,90.98654568088678,547.5036123881862,0.2863228434752441,238.26621838972568,2.3332010877543596,2458225.411735141,212.1138074364418,0.6575299082132009,J2000,True,1.0,1.0
3596144,3596144,19.0,0.42126461060000003,0.9419763056999999,421.2646105562,941.9763057186,0.2617616123,0.5853167590999999,1382.1017848970998,3090.4735428537,1998-07-15,900486000000,15.524326267100001,55887.5745616928,34726.3654269585,0.15443142769999998,60.0738258362,23102614.0,14355299.0,Earth,53,2017-04-06 08:51:18,0,0.048679400000000005,3.6069999999999998,2458000.5,0.6004890252454106,1.9752509103767681,9.10612749164124,182.3297532071272,1013.9857059032471,0.7891344165895127,43.255403566565036,3.161367404164023,2458066.83544905,336.4486210020508,0.3550345906299697,J2000,True,1.0,1.0
3371668,3371668,18.7,0.4836764882,1.0815335068,483.67648821849997,1081.533506775,0.3005425432,0.6720335566,1586.8651696069,3548.3383903678005,2007-07-08,1183878000000,13.5985504252,48954.7815306516,30418.597446087402,0.1715628554,66.7379455566,25665438.0,15947763.0,Earth,32,2016-10-09 07:23:33,0,0.066691,3.6039999999999996,2457600.5,0.5475849193051526,2.0189295229651143,9.846668068525425,44.76280511943067,1047.8042727232091,0.9133941630494716,193.18605241,3.124464882880756,2457402.6052807877,67.99180034941104,0.3435756174808983,J2000,False,0.0,0.0
3602022,3602022,20.7,0.1925550782,0.4305662442,192.55507818790002,430.566244241,0.1196481415,0.26754137780000004,631.7424027221,1412.6189567557,2012-04-15,1334473200000,5.9859745876999995,21549.5085158698,13390.026555319198,0.1658156848,64.50229644779999,24805674.0,15413531.0,Earth,20,2017-04-06 08:50:16,5,0.146921,3.48,2458000.5,0.4845267424259161,2.215547428104919,7.804510617571244,223.0825526505687,1204.5366092079241,1.142055450075126,337.79681749,3.289039406134713,2458432.5067836763,230.8860810583611,0.298870119220974,J2000,False,0.0,0.0
3690050,3690050,20.9,0.1756123185,0.3926810818,175.6123184804,392.6810818086,0.1091204019,0.24400063649999998,576.1559189633,1288.3238004408,2014-11-15,1416038400000,3.0431044881,10955.176157060601,6807.120429369201,0.2636309157,102.5524291992,39438624.0,24506026.0,Earth,42,2017-04-06 08:38:34,4,0.238887,3.9010000000000002,2458000.5,0.3522930496797554,1.867234325166099,6.328351726892666,201.9157563269553,931.9586860743277,1.209420650286614,227.96496105495066,2.525048000045584,2457934.0489930925,25.668908766116573,0.3862832176782657,J2000,False,0.0,0.0
3579081,3579081,20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.35268822409999995,832.7986794202001,1862.1944587557,1996-12-08,850032000000,6.275831772899999,22592.9943823069,14038.4080927173,0.14237373820000002,55.3833847046,21298808.0,13234466.0,Earth,84,2017-04-06 08:52:42,0,0.108953,3.292,2458000.5,0.5492398315651376,2.408200061933614,5.841503075896216,227.40179213531368,1365.0145219194592,1.085520665542042,206.8436531521558,3.7308794583251856,2458631.8068227144,193.5032686263715,0.2637334579369708,J2000,False,0.0,0.0
3748270,3748270,21.3,0.1460679643,0.32661789739999997,146.0679642714,326.6178974458,0.090762397,0.20295088960000002,479.2256199,1071.581062656,1999-04-15,924159600000,25.4807017604,91730.5263375023,56997.7817678775,0.2152499155,83.73221588130001,32200928.0,20008730.0,Earth,37,2017-08-10 06:19:44,3,0.00531978,2.9330000000000003,2458000.5,0.6888743640988214,2.626090217209608,22.456258779893798,35.96952498460232,1554.400365241557,0.8170439887632035,238.3267580414721,4.4351364456560125,2457542.823590552,105.99811418321569,0.2316005631818384,J2000,True,1.0,1.0
3745113,3745113,26.1,0.0160160338,0.0358129403,16.0160337979,35.8129403019,0.0099518989,0.0222531225,52.5460443254,117.49652706020001,1996-12-22,851241600000,16.3514809977,58865.33159173981,36576.627843767405,0.4109745829,159.8691101074,61480924.0,38202476.0,Earth,8,2017-04-06 08:27:48,6,0.029105000000000002,6.697,2458000.5,0.2297953176533559,0.8779817977579761,15.572641361406168,166.6009517990764,300.4876970300288,0.6762256916483175,145.581248333875,1.079737903867635,2457861.597286773,166.4127258977795,1.198052378044696,J2000,False,0.0,0.0
3601408,3601408,18.8,0.4619074603,1.0328564805,461.90746028160004,1032.8564805039,0.28701590050000003,0.6417870641,1515.4444719901999,3388.6368554964,1995-04-08,797324400000,21.5347344882,77525.044157425,48171.0475765955,0.4674758318,181.8480987549,69933392.0,43454592.0,Earth,36,2017-04-06 08:50:28,1,0.26445100000000005,3.214,2458000.5,0.4445997797497422,2.250574629195569,40.074906324106024,190.80232271403716,1233.214308376651,1.2499696447448607,16.17455002900164,3.2511796136462765,2458488.2635855256,217.6120228280012,0.2919200641402612,J2000,False,0.0,0.0
3373174,3373174,21.1,0.160160338,0.35812940299999996,160.1603379786,358.1294030194,0.0995189894,0.22253122530000002,525.4604432536,1174.9652706022,2010-04-15,1271314800000,10.717520716100001,38583.07457782,23974.022089757098,0.4374145733,170.1542816162,65436292.0,40660228.0,Earth,15,2017-04-06 09:06:37,1,0.12718,4.876,2458000.5,0.3783893097966663,1.300605021294187,18.881462091824602,58.988861387512515,541.7720130610289,0.8084699849686011,32.971924603400325,1.7927400576197732,2457895.4446699005,69.80781200275335,0.6644861515935248,J2000,False,0.0,0.0
3465534,3465534,23.2,0.0608912622,0.1361570015,60.891262210600004,136.1570015386,0.0378360645,0.08460401220000001,199.7744887109,446.7093369279,2003-07-22,1058857200000,12.7122097378,45763.95505608321,28435.941962486802,0.07924878240000001,30.8277778625,11855450.0,7366635.0,Earth,9,2017-04-06 09:00:19,7,0.038182,6.041,2458000.5,0.34267812941381,0.9958733282810076,7.0914898203259575,134.3475514410248,362.9982895067052,0.6546093190125667,48.26353419735084,1.337137337549448,2457856.3709884365,142.93853624876618,0.9917402103718458,J2000,False,0.0,0.0
3669253,3669253,18.9,0.44111819999999996,0.9863702812999999,441.11819999690005,986.3702813053999,0.2740980571,0.6129018881,1447.2382352778,3236.1230737181,2003-06-08,1055055600000,13.560003135499999,48816.0112879768,30332.3710139098,0.0447097177,17.392080307,6688478.5,4156027.75,Earth,46,2017-09-18 06:53:52,1,0.00780919,6.815,2458000.5,0.2591852622152756,0.8508260810584923,26.370524727662076,257.563390477906,286.6550638939651,0.6303045001397517,144.5011455144463,1.0713476619772329,2458062.6352084563,281.9665798316067,1.255864784349895,J2000,True,1.0,1.0
3763275,3763275,25.9,0.0175612318,0.0392681082,17.561231848,39.2681081809,0.0109120402,0.024400063599999997,57.6155918963,128.8323800441,1996-11-08,847440000000,12.9101146802,46476.4128486746,28878.6355281112,0.1046275661,40.7001228333,15652061.0,9725740.0,Earth,7,2017-04-06 08:22:30,6,0.00794797,5.871,2458000.5,0.3248996908406564,1.0345551267078208,4.181620160743996,44.147617184695385,384.3517675586699,0.6984284858828337,107.89319660029871,1.3706817675328078,2458157.7595340796,212.70411886449088,0.9366419784840648,J2000,False,0.0,0.0
3328630,3328630,24.3,0.0366906138,0.0820427065,36.6906137531,82.0427064882,0.0227984834,0.050978958600000006,120.3760332259,269.1689931548,2006-04-15,1145084400000,6.6830432299,24058.955627500498,14949.2994008767,0.0479645752,18.658220291099997,7175398.5,4458586.0,Earth,13,2017-04-06 09:14:58,7,0.0444187,3.574,2458000.5,0.5060680989077488,2.097046422741764,3.481688162528422,180.75724201765098,1109.201616494129,1.035798126263544,32.10309463820536,3.1582947192199837,2458285.188636762,267.60209171133357,0.3245577671783942,J2000,False,0.0,0.0
3621024,3621024,27.6,0.008027031700000001,0.017948988500000002,8.0270316728,17.948988478,0.004987764699999999,0.011152980900000001,26.3354065935,58.887759358100006,2012-12-15,1355558400000,8.836703655,31812.1331579848,19766.8224058601,0.0031313707,1.2181031704,468446.40625,291079.09375,Earth,6,2017-04-06 08:47:34,7,0.00312187,5.222,2458000.5,0.3079951836561819,1.207304837962411,5.6365150893629075,262.4226014278852,484.5335327361991,0.8354607626651813,250.7392970922153,1.579148913259641,2457784.3677103287,160.582537687959,0.7429826331462583,J2000,False,0.0,0.0
3775156,3775156,20.151,0.2479447841,0.5544213918,247.94478406349998,554.4213918325,0.1540656984,0.3445013747,813.4671653469001,1818.9678791798,2009-06-08,1244444400000,19.5576442623,70407.5193442742,43748.494450335296,0.33724062979999997,131.1866149902,50450480.0,31348476.0,Earth,8,2017-07-02 06:21:54,6,0.144879,5.4,2458000.5,0.23996013629829102,1.099207080220104,41.70743526929814,79.31492855215612,420.9375825063513,0.8354411994304412,11.297433771607949,1.3629729610097658,2458173.2451844644,212.26249925954332,0.8552336853755941,J2000,False,0.0,0.0
2090403,2090403,17.6,0.8027031673,1.7948988478,802.7031672828999,1794.8988477988,0.49877646979999996,1.115298092,2633.5406593483,5888.7759358124,2008-01-15,1200384000000,11.3076062147,40707.3823728685,25293.9843416304,0.40128118329999996,156.0983734131,60030812.0,37301416.0,Earth,154,2017-04-06 09:28:19,0,0.036409500000000004,5.099,2458000.5,0.2801509894021531,1.2344901191165372,19.00452568992117,286.27295945872817,500.99091929628736,0.8886464908388575,306.8240757444374,1.5803337473942167,2458122.1247404977,272.6033928107754,0.7185758985525544,J2000,True,1.0,1.0
3013651,3013651,24.0,0.042126461100000005,0.0941976306,42.1264610556,94.1976305719,0.026176161200000003,0.058531675899999996,138.21017848969998,309.0473542854,1998-01-15,884851200000,11.4781750025,41321.4300091048,25675.5296631573,0.30366837739999997,118.1269989014,45428144.0,28227740.0,Earth,11,2017-04-06 09:17:47,8,0.015109000000000001,5.2010000000000005,2450990.5,0.1850053451076242,1.204752933196283,21.17362819798664,269.5625544280346,482.9980922650655,0.981867201020882,313.4695274377087,1.4276386653716842,2450941.8918763525,36.229800475524065,0.7453445588402757,J2000,False,0.0,0.0
3616699,3616699,24.2,0.038419789100000004,0.0859092601,38.419789106399996,85.9092601232,0.023872942799999998,0.0533815229,126.04918089190001,281.8545369825,2003-01-22,1043222400000,5.2395818336,18862.4946011151,11720.4206036762,0.3956710981,153.9160614014,59191556.0,36779928.0,Earth,8,2017-04-06 08:48:11,5,0.11532200000000001,5.045,2458000.5,0.1414917980391747,1.277117037310137,8.430289164510851,224.31978863496482,527.1624585991442,1.096415451394662,147.32250946021682,1.4578186232256118,2457787.4237476154,145.5100787381508,0.6829014360329194,J2000,False,0.0,0.0
2002340,2002340,20.2,0.2424124811,0.5420507863,242.41248110080002,542.0507863358,0.1506280858,0.33681463920000004,795.3165644948,1778.3819018419001,2007-10-22,1193036400000,15.069399215,54249.83717408821,33708.7391040883,0.0599836679,23.3336467743,8973429.0,5575830.0,Earth,60,2014-10-24 19:08:05,0,0.00687373,6.882000000000001,2453228.5,0.4498841655895494,0.8438292455376517,5.854591233229053,211.54213707501617,283.1263476642372,0.4642038295088863,39.92629416655726,1.223454661566417,2453195.3864602195,42.10443294792183,1.271517126434761,J2000,True,1.0,1.0
3714121,3714121,23.1,0.06376097900000001,0.1425738833,63.7609789875,142.57388332809998,0.0396192233,0.08859127650000001,209.18957030150003,467.7620993781,2000-04-15,955782000000,16.5166583079,59459.9699083183,36946.1129688659,0.45245419229999995,176.00466918950002,67686184.0,42058244.0,Earth,13,2017-04-06 08:34:52,6,0.156829,5.337999999999999,2458000.5,0.0583533889101139,1.1643497101579032,23.091032043207697,11.901060251470831,458.9058415312469,1.096405958693681,267.900016431141,1.232293461622126,2458133.985469518,255.2840328502903,0.784474651267841,J2000,False,0.0,0.0
2153953,2153953,16.8,1.1602590820999998,2.5944181791,1160.2590820944001,2594.4181790745,0.7209513461,1.6120962183,3806.6244068984997,8511.8709386348,2016-02-08,1454918400000,30.7527709838,110709.9755416206,68790.8734136253,0.4150618597,161.45906066889998,62092372.0,38582412.0,Earth,69,2017-04-06 09:27:02,0,0.40988800000000003,3.522,2458000.5,0.808881721695495,1.7738361017697701,31.03422201236963,2.601676511879581,862.9162773238197,0.3390125017646132,9.761881055151946,3.208659701774927,2458246.0737192286,257.5491119527906,0.4171899516329388,J2000,False,0.0,0.0
3648206,3648206,23.3,0.058150704000000004,0.130028927,58.1507039646,130.02892700430002,0.0361331611,0.0807962044,190.78315559509997,426.60410487269996,2002-09-08,1031468400000,14.770330488299999,53173.1897577684,33039.752269208904,0.1599194032,62.208644866899995,23923602.0,14865437.0,Earth,8,2017-04-06 08:44:40,7,0.000251959,8.023,2458000.5,0.7017114720512287,0.6931849015449153,6.472294291414179,359.3698629833938,210.80070978519868,0.2067691038781467,157.60832735227052,1.179600699211684,2458094.976502282,198.65547295219469,1.7077741358975134,J2000,False,0.0,0.0
2163364,2163364,18.8,0.4619074603,1.0328564805,461.90746028160004,1032.8564805039,0.28701590050000003,0.6417870641,1515.4444719901999,3388.6368554964,2001-12-22,1009008000000,22.218148479899998,79985.3345276936,49699.7763347216,0.43335597579999996,168.5754852295,64829132.0,40282956.0,Earth,97,2017-04-06 09:26:15,0,0.026490899999999998,4.76,2458000.5,0.3690662035616815,1.3656684765527591,4.188515649583878,259.9748990491643,582.9299296217682,0.8616463965875669,275.2561275910415,1.869690556517951,2458133.473436549,277.8796031478131,0.6175699371510818,J2000,True,1.0,1.0
3549392,3549392,18.6,0.5064714588,1.1325046106,506.4714588346,1132.5046106177,0.3147066768,0.7037055224,1661.651821003,3715.566426699,2002-04-22,1019458800000,26.0110182594,93639.6657336942,58184.0467443613,0.48474945140000003,188.5675354004,72517488.0,45060280.0,Earth,42,2017-04-06 08:56:16,0,0.0445167,4.026,2458000.5,0.5186944854624693,1.698892015174571,9.804909089772575,78.69983183613212,808.8110754032435,0.8176860955072994,42.724829715265635,2.5800979348418434,2458002.4102697256,359.1497432190921,0.4450977625652779,J2000,True,1.0,1.0
2468541,2468541,20.2,0.2424124811,0.5420507863,242.41248110080002,542.0507863358,0.1506280858,0.33681463920000004,795.3165644948,1778.3819018419001,1999-01-22,916992000000,14.991845231,53970.642831696794,33535.258597284104,0.3189357278,124.0659942627,47712104.0,29646928.0,Earth,38,2017-04-06 09:19:21,0,0.204647,5.178999999999999,2458000.5,0.4576443419966263,1.1978249413423,11.85555483647135,95.85523895970016,478.83783064170404,0.6496471342345557,358.5717973043074,1.7460027484500438,2457890.861568866,82.42839784693919,0.7518202969000045,J2000,False,0.0,0.0
3760586,3760586,21.6,0.1272198785,0.2844722965,127.2198785394,284.4722965033,0.0790507431,0.17676283539999998,417.3880663071,933.3080892598,2011-02-08,1297152000000,12.584314904200001,45303.533655154904,28149.8540092267,0.4268087856,166.0286102295,63849684.0,39674356.0,Earth,7,2017-04-06 08:23:12,6,0.132045,5.021,2458000.5,0.6626482115399499,1.206289130003503,11.04598829694268,55.2552335749522,483.9222028238802,0.4069437954065997,197.09267453406434,2.0056344646004067,2458088.678634045,294.4020421648985,0.7439212292787055,J2000,False,0.0,0.0
3172332,3172332,25.9,0.0175612318,0.0392681082,17.561231848,39.2681081809,0.0109120402,0.024400063599999997,57.6155918963,128.8323800441,2004-01-22,1074758400000,3.4957708838,12584.775181553301,7819.6898898935,0.0131898433,5.1308488846,1973172.375,1226072.5,Earth,16,2017-04-06 09:13:16,6,0.0137876,4.878,2458000.5,0.2542406985410635,1.3345394911815471,2.171718302085568,302.0661518023458,563.1130233337133,0.995245238712915,170.84182879353818,1.673833743650179,2458086.918176293,304.75257687819436,0.6393032749779898,J2000,False,0.0,0.0
3624751,3624751,24.6,0.0319561887,0.0714562102,31.9561886721,71.45621017270001,0.0198566489,0.0444008168,104.84314204309999,234.43639258299999,2013-07-22,1374476400000,8.234803981599999,29645.2943336556,18420.433026376202,0.0645642986,25.1155109406,9658681.0,6001626.0,Earth,9,2017-04-06 08:47:06,6,0.027567200000000004,5.843999999999999,2458000.5,0.0560822285313643,1.043748795894208,16.256125045076757,300.2782404248165,389.4864990156619,0.9852130373935328,238.2308270735672,1.1022845543948832,2457926.9955577245,67.9397085289343,0.9242939123944418,J2000,False,0.0,0.0
2085990,2085990,20.2,0.2424124811,0.5420507863,242.41248110080002,542.0507863358,0.1506280858,0.33681463920000004,795.3165644948,1778.3819018419001,2003-04-22,1050994800000,7.3985946953,26634.9409029271,16549.9164738215,0.2919674698,113.5753479004,43677712.0,27140074.0,Earth,229,2017-04-06 09:28:32,0,0.031161599999999998,5.995,2456067.5,0.3113896916773102,1.008096929579188,5.319084389582809,124.55136177838841,369.7020551984641,0.6941859374966813,235.33749578401932,1.322007921661694,2456213.9869846967,217.35725904324298,0.9737570969324046,J2000,True,1.0,1.0
3687133,3687133,22.4,0.08801465210000001,0.1968067451,88.0146520901,196.80674508939998,0.0546897524,0.12229000400000001,288.7619911632,645.6914415591,2014-08-22,1408690800000,3.7087340015,13351.442405436,8296.0670879777,0.2503274857,97.3773956299,37448460.0,23269394.0,Earth,7,2017-04-06 08:38:44,8,0.246352,3.5839999999999996,2456908.5,0.42116768814609995,2.14231831650708,6.860841758750597,189.30233192288082,1145.3136278146421,1.240043063870748,133.4413181294895,3.044593569143411,2456882.210234394,8.263514366860138,0.3143243835200943,J2000,False,0.0,0.0
3127411,3127411,23.6,0.050647145899999996,0.11325046109999999,50.6471458835,113.25046106180001,0.0314706677,0.07037055219999999,166.1651821003,371.5566426699,1997-02-15,855993600000,23.7920252172,85651.290782073,53220.3812084497,0.446772018,173.7943115234,66836140.0,41530052.0,Earth,18,2017-04-06 09:15:03,6,0.00066345,3.89,2458000.5,0.4984548071415904,1.815305008386135,1.048018273547122,85.2200514685205,893.3524559164737,0.9104575005278612,131.5524554622334,2.7201525162444105,2457764.3177114786,95.1758998414885,0.40297644856271503,J2000,False,0.0,0.0
3729280,3729280,24.5,0.033462237400000004,0.0748238376,33.4622374455,74.8238376074,0.0207924639,0.0464933628,109.7842471007,245.48503937569998,1999-10-15,939970800000,9.497839755,34192.2231180107,21245.7177479661,0.049616617599999996,19.300863266,7422540.0,4612152.5,Earth,10,2017-04-06 08:31:31,7,0.0224502,4.987,2458000.5,0.2078023736248548,1.282211033771427,16.91082803456882,18.22646160779768,530.3196160080068,1.0157645374657451,13.22336638966342,1.5486575300771082,2457849.882218717,102.2447588680687,0.6788359116525018,J2000,False,0.0,0.0
2438430,2438430,20.0,0.2658,0.5943468684000001,265.8,594.3468684194,0.1651604118,0.36930990799999996,872.047272,1949.9569797851998,2006-12-22,1166774400000,16.7970168708,60469.260735040596,37573.2470383923,0.354101357,137.7454223633,52972808.0,32915778.0,Earth,24,2017-04-06 09:20:35,1,0.16107,4.762,2458000.5,0.2407245516315364,1.3577806485950241,20.39188593739852,81.33559369353502,577.8868990683345,1.0309295107480099,67.10878397512593,1.6846317864420381,2458176.3070635814,250.47936024967584,0.6229592686395723,J2000,False,0.0,0.0
3758258,3758258,23.3,0.058150704000000004,0.130028927,58.1507039646,130.02892700430002,0.0361331611,0.0807962044,190.78315559509997,426.60410487269996,2013-06-08,1370674800000,18.3540486338,66074.57508173441,41056.171388981,0.3992867494,155.3225402832,59732448.0,37116024.0,Earth,11,2017-04-06 08:24:19,6,0.0639243,3.553,2458000.5,0.5109507418566992,2.111258308717044,6.291035166133297,175.667486460409,1120.4964487731352,1.03250930962695,135.10222997952852,3.190007307807138,2457603.894221567,127.4239471193753,0.3212861588219888,J2000,False,0.0,0.0
3079950,3079950,21.6,0.1272198785,0.2844722965,127.2198785394,284.4722965033,0.0790507431,0.17676283539999998,417.3880663071,933.3080892598,2011-07-22,1311318000000,22.518324906999997,81065.9696652266,50371.2409844849,0.434608372,169.0626525879,65016488.0,40399372.0,Earth,24,2017-04-06 09:16:18,1,0.062612,6.356,2458000.5,0.3227993630332831,0.933874726984628,12.0598575368061,295.85188817802134,329.6335142636025,0.632420559961109,142.9390082994719,1.235328894008147,2458143.7002991918,203.6078084346782,1.092121960973039,J2000,False,0.0,0.0
3748472,3748472,26.9,0.011080388200000001,0.0247765013,11.080388212599999,24.7765012606,0.0068850319,0.015395399399999999,36.3529808636,81.2877363957,2006-06-22,1150959600000,3.9640903656999997,14270.725316653301,8867.2737391171,0.142287796,55.349948883100005,21285950.0,13226477.0,Earth,4,2017-04-06 08:27:11,7,0.0336951,6.057,2458000.5,0.1659032170444373,1.0021892618054549,2.0797476300761204,227.003991790028,366.45701903745044,0.8359228391845402,194.9107288518438,1.16845568442637,2458097.7757555614,264.4382555578862,0.9823798734858168,J2000,False,0.0,0.0
3644816,3644816,22.8,0.0732073989,0.1636967205,73.20739893470001,163.696720474,0.0454889547,0.1017163949,240.18176272099998,537.0627483999,2013-07-22,1374476400000,8.6935501952,31296.7807025547,19446.6024315402,0.10040432980000001,39.057285308800004,15020274.0,9333166.0,Earth,17,2017-04-06 08:45:25,6,0.052296800000000004,3.572,2458000.5,0.4919800517720162,2.0988184924512643,8.697636812613222,132.98290701055652,1110.607878476124,1.066241661875026,182.86799922082352,3.1313953230275016,2457618.835867263,123.71521078520641,0.324146809127592,J2000,False,0.0,0.0
3071917,3071917,20.0,0.2658,0.5943468684000001,265.8,594.3468684194,0.1651604118,0.36930990799999996,872.047272,1949.9569797851998,2000-11-22,974880000000,10.896091793900002,39225.9304581862,24373.4677338657,0.2235454544,86.9591751099,33441924.0,20779848.0,Earth,18,2017-04-06 09:16:41,1,0.177546,4.188,2458000.5,0.2897763540051137,1.6385307976967243,19.451067392460192,63.32331508771512,766.0909642106892,1.1637233172150772,357.313669730945,2.1133382781783716,2458007.501675155,356.70978620887513,0.469918086517195,J2000,False,0.0,0.0
2467352,2467352,21.3,0.1460679643,0.32661789739999997,146.0679642714,326.6178974458,0.090762397,0.20295088960000002,479.2256199,1071.581062656,2004-06-15,1087282800000,19.021565899200002,68477.63723703941,42549.3407598704,0.3040956469,118.29321289059999,45492064.0,28267458.0,Earth,38,2017-04-06 09:19:26,0,0.159331,6.222,2458000.5,0.3306227599692891,0.9487013434463354,23.899329415852442,249.9855551551862,337.51470586678533,0.6350390868895355,154.606472342588,1.262363600003135,2457981.510822182,20.25424046936739,1.066620190890555,J2000,False,0.0,0.0
3251512,3251512,21.3,0.1460679643,0.32661789739999997,146.0679642714,326.6178974458,0.090762397,0.20295088960000002,479.2256199,1071.581062656,2012-10-15,1350284400000,11.8597421184,42695.071626399505,26529.0571447481,0.0818467604,31.838388443000003,12244101.0,7608131.5,Earth,25,2017-04-06 09:12:22,1,0.05219680000000001,6.441,2458000.5,0.3513356081129143,0.9196267432166406,5.956232771136562,173.680788739367,322.11860920997503,0.5965291221517233,334.057094526787,1.2427243642815577,2457900.878023647,111.33759572334459,1.117600752353093,J2000,False,0.0,0.0
3599867,3599867,22.8,0.0732073989,0.1636967205,73.20739893470001,163.696720474,0.0454889547,0.1017163949,240.18176272099998,537.0627483999,1996-11-08,847440000000,7.1377286599000005,25695.823175574904,15966.3852392899,0.24481196670000002,95.2318572998,36623348.0,22756694.0,Earth,23,2017-04-06 08:50:48,3,0.113978,6.252999999999999,2458000.5,0.2242378150973576,0.9586175964783183,9.498665893063539,159.7975135152915,342.82029310305387,0.7436592811301399,200.04147596718718,1.173575911826497,2457900.0408921223,105.49340153846701,1.0501128645023992,J2000,False,0.0,0.0
